comment,full_comment,negative,neutral,positive,compound,sentiment
"Beautiful mind
Apocalyptic 
Heat
Predator","Beautiful mind
Apocalyptic 
Heat
Predator",0.389,0.265,0.345,-0.128,Negative
Why is his grandma so mean at the begining?,Why is his grandma so mean at the begining?,0.0,1.0,0.0,0.0,Neutral
One thing I'll say about this movie is that Timothee chalamet really disappeared into the role of th...,One thing I'll say about this movie is that Timothee chalamet really disappeared into the role of this extremely unlikable guy lol Like he's such a dick that you forget it's Timothee chalamet lol,0.169,0.64,0.191,0.2431,Positive
Now all we need is another edit of Timothee Chalamet dancing to Play Date and I’ll consider going to...,Now all we need is another edit of Timothee Chalamet dancing to Play Date and I’ll consider going to the theaters to watch this.,0.0,0.906,0.094,0.34,Positive
”Everybody Wants To Rule The World”? Well not quite… But Trump does (and Putin) It’s time to put the...,”Everybody Wants To Rule The World”? Well not quite… But Trump does (and Putin) It’s time to put the SMACK down once and for all 🇩🇪🇪🇺🇸🇪💪🏻,0.0,0.951,0.049,0.1406,Positive
Honestly.  Probably the best film I’ve watched in years.   This Oppenheimer and dune part 2,Honestly.  Probably the best film I’ve watched in years.   This Oppenheimer and dune part 2,0.0,0.644,0.356,0.802,Positive
boring movie,boring movie,0.697,0.303,0.0,-0.3182,Negative
What is the song called?,What is the song called?,0.0,1.0,0.0,0.0,Neutral
DREAM BIG.,DREAM BIG.,0.0,0.333,0.667,0.25,Positive
Классный фильм,Классный фильм,0.0,1.0,0.0,0.0,Neutral
"Honestly I couldn't find anything bad in the movie. Keeps the attention constantly, you don't wanna ...","Honestly I couldn't find anything bad in the movie. Keeps the attention constantly, you don't wanna see Marty win, but see him humbled. Is actually unexpectedly funny in a few places. Aside from the anachronistic soundtrack, all else was really enjoyable. Finally a decent movie that's not all CGI.",0.0,0.753,0.247,0.9255,Positive
one of the worse movies i ever watched in the theatre,one of the worse movies i ever watched in the theatre,0.237,0.763,0.0,-0.4767,Negative
"Perhaps this detail won't matter to everyone, but seeing Abel Ferrara act in an independent film, ev...","Perhaps this detail won't matter to everyone, but seeing Abel Ferrara act in an independent film, even one from A24, after such a long absence from cinema in a specific area due to his controversial style, is a real pleasure to see him here in this movie. Thank you, Josh Safdie and A24.",0.053,0.809,0.137,0.7943,Positive
rubbish movie,rubbish movie,0.0,1.0,0.0,0.0,Neutral
"saBOR, ele tá um SABORR, nesse filme","saBOR, ele tá um SABORR, nesse filme",0.0,1.0,0.0,0.0,Neutral
"Que homem delicioso, QUE SABORRR","Que homem delicioso, QUE SABORRR",0.0,1.0,0.0,0.0,Neutral
Lindo,Lindo,0.0,1.0,0.0,0.0,Neutral
Gostoso,Gostoso,0.0,1.0,0.0,0.0,Neutral
H,H,0.0,1.0,0.0,0.0,Neutral
he became a vampire,he became a vampire,0.0,1.0,0.0,0.0,Neutral
Good casting with Kevin O'Leary character. Businessman asshole extraordinaire. He didn't even have t...,Good casting with Kevin O'Leary character. Businessman asshole extraordinaire. He didn't even have to act.,0.0,0.828,0.172,0.4404,Positive
This was the worst movie I ever saw no doubt,This was the worst movie I ever saw no doubt,0.289,0.563,0.148,-0.457,Negative
I love how he fills his films with normal people- sometimes they act more authentic than the actors,I love how he fills his films with normal people- sometimes they act more authentic than the actors,0.0,0.802,0.198,0.6369,Positive
Kevin O'Leary?? Acting in a movie?? Well that's a surprise!!,Kevin O'Leary?? Acting in a movie?? Well that's a surprise!!,0.0,0.582,0.418,0.695,Positive
It’s Marty supreme it’s Marty supreme,It’s Marty supreme it’s Marty supreme,0.0,0.357,0.643,0.802,Positive
What is the hype of Marty supreme it does not look like such a good movie !,What is the hype of Marty supreme it does not look like such a good movie !,0.092,0.611,0.297,0.689,Positive
what is so good about this movie ???,what is so good about this movie ???,0.0,0.62,0.38,0.6464,Positive
"What a day, came 4th in my first ever ping pong tournament and now seeing Timmy, Gwyneth and Tyler i...","What a day, came 4th in my first ever ping pong tournament and now seeing Timmy, Gwyneth and Tyler in a ping pong movie from one of my favourite directors gives me joy. I won’t forget this day",0.046,0.863,0.091,0.4404,Positive
This movie is so entertaining.. absolutely loved it🔥,This movie is so entertaining.. absolutely loved it🔥,0.158,0.356,0.486,0.7604,Positive
"A real let down, the trailer was the best part of the film, very disappointing.","A real let down, the trailer was the best part of the film, very disappointing.",0.169,0.628,0.203,0.1796,Positive
How hollywood promote the jewish actors . Shame shame shame . He has nothing special a feminin face ...,How hollywood promote the jewish actors . Shame shame shame . He has nothing special a feminin face small 0% charisma but we see him in every movie and the sad of all they nominated him for an oscar as best actor . Sorry he has nothing special or professional 🙄 only a jewish identity . The oscars goes to jewish actor . All the actors and actresses recieved the oscar are jewish . It means if you are another nationality forget about the oscar,0.179,0.748,0.073,-0.7915,Negative
Way less ping pong than you think,Way less ping pong than you think,0.0,1.0,0.0,0.0,Neutral
Timothée Chalamet win Oscar best actor,Timothée Chalamet win Oscar best actor,0.0,0.333,0.667,0.8402,Positive
This movie is ass,This movie is ass,0.538,0.462,0.0,-0.5423,Negative
This shit came out on Christmas and got Oscar nominations two weeks later,This shit came out on Christmas and got Oscar nominations two weeks later,0.231,0.769,0.0,-0.5574,Negative
"This looks good! How did Kevin O'Leary get this role? haha
Chalamet is stating to hit these roles ou...","This looks good! How did Kevin O'Leary get this role? haha
Chalamet is stating to hit these roles out of the park and is a force to be reckoned with for the Oscar.",0.0,0.834,0.166,0.7345,Positive
Good movie,Good movie,0.0,0.256,0.744,0.4404,Positive
THIS MOVIE SUCKED...PLUS HE CANT ACTED....IT WAS TOTALLY AWFUL....SKIPPED THIS BORING MOVIE,THIS MOVIE SUCKED...PLUS HE CANT ACTED....IT WAS TOTALLY AWFUL....SKIPPED THIS BORING MOVIE,0.212,0.788,0.0,-0.4506,Negative
Looks fucking awful 🤢,Looks fucking awful 🤢,0.452,0.548,0.0,-0.5095,Negative
שנו ת'קטע הומואי.,שנו ת'קטע הומואי.,0.0,1.0,0.0,0.0,Neutral
"Today is Wed January 21st, 2026, and I just watched the movie Marty Supreme.   It seems to me like i...","Today is Wed January 21st, 2026, and I just watched the movie Marty Supreme.   It seems to me like it's Oscar GOLD.!!!
That was one HELL of a story.  Kudos to the script writing team.     Direction was nothing short of BRILLIANT.!!!
Casting was pure perfection..!     Having   KOTO KAWAGUCHI   in this film gave it credibility and authenticity..!
And genius to have Kevin O'Leary playing Rockwell.  Would love to know the cheque he wrote to production-
but this is how much of Hollywood works.     BUT.....  he came through with flying colours..!!!   He was ''wonderful'' 😂
The lead actor T.C will be nominated and win his first Oscar because he blew away the competition.    Everything about his character was pure  perfection;  his walk, his talk, his swagg, his arrogance, & his insane rebellious manic ambition.",0.109,0.694,0.198,0.9472,Positive
Loved this film ❤,Loved this film ❤,0.0,0.27,0.73,0.8442,Positive
Kevin O’leary nailed his role- the man crushed it.  Seriously.,Kevin O’leary nailed his role- the man crushed it.  Seriously.,0.36,0.64,0.0,-0.5423,Negative
R.I.P Marty Weisman.,R.I.P Marty Weisman.,0.0,1.0,0.0,0.0,Neutral
Christ is King 👑,Christ is King 👑,0.0,1.0,0.0,0.0,Neutral
Wow amazing movie just saw it,Wow amazing movie just saw it,0.0,0.345,0.655,0.8225,Positive
한국에서도 빨리 보여줘라 😭😭,한국에서도 빨리 보여줘라 😭😭,0.47,0.53,0.0,-0.7351,Negative
Great movie!!!!,Great movie!!!!,0.0,0.16,0.84,0.7405,Positive
中国不是已经有中国乒乓了吗😂,中国不是已经有中国乒乓了吗😂,0.196,0.412,0.392,0.4404,Positive
"Came here to watch the trailer knowing nothing about this movie. Kevin O Leary?? Yeah, nah. I'll pas...","Came here to watch the trailer knowing nothing about this movie. Kevin O Leary?? Yeah, nah. I'll pass.",0.07,0.802,0.128,0.2869,Positive
The movie was horrible 1/10,The movie was horrible 1/10,0.467,0.533,0.0,-0.5423,Negative
Movie is trash acting is trash everything about this is garbage,Movie is trash acting is trash everything about this is garbage,0.0,1.0,0.0,0.0,Neutral
why making a movie on ass hole character?,why making a movie on ass hole character?,0.333,0.667,0.0,-0.5423,Negative
I watched this movie thirty minutes ago.,I watched this movie thirty minutes ago.,0.0,1.0,0.0,0.0,Neutral
This trailer seriously does not work with the song,This trailer seriously does not work with the song,0.175,0.825,0.0,-0.1779,Negative
"Difficult to watch, extremely tense and dirty movie. I don’t recommend it to anyone","Difficult to watch, extremely tense and dirty movie. I don’t recommend it to anyone",0.401,0.479,0.12,-0.7056,Negative
Esta versión de Forever Young es una locura,Esta versión de Forever Young es una locura,0.0,1.0,0.0,0.0,Neutral
Don’t waste ur time watching this flop of a movie 😂 sinners def is better! So many unnecessary sex s...,Don’t waste ur time watching this flop of a movie 😂 sinners def is better! So many unnecessary sex scenes and nude scenes with NO BUTT like??? Not to mention the paddle spanking… just for him to NOT EVEN MAKE IT TO THE CHAMPIONSHIP and the ending where he cries cuz of a baby HE DID NOT CLAIM UNTIL AFTER the mother was hurt BECUZ OF HIM 😭 wrap it up,0.228,0.668,0.105,-0.8805,Negative
1:08 anyone else think kevin o'leary looks like jack lemmon,1:08 anyone else think kevin o'leary looks like jack lemmon,0.0,0.783,0.217,0.3612,Positive
I don't think it's going to be better than Balls of Fury...😂😂😂😂,I don't think it's going to be better than Balls of Fury...😂😂😂😂,0.22,0.428,0.352,0.8689,Positive
"Es una pelicula magnifica, llena de dramatismo sobre escenas de la vida y sus injusticias, y algo de...","Es una pelicula magnifica, llena de dramatismo sobre escenas de la vida y sus injusticias, y algo de alegría/acción. Todos grandes actores. Hermosa la música en cada momento. Aplausos!😊",0.0,0.836,0.164,0.7424,Positive
Wait! What? Shark tank guy?,Wait! What? Shark tank guy?,0.0,1.0,0.0,0.0,Neutral
Where can I download this slowed down forever young song?,Where can I download this slowed down forever young song?,0.0,1.0,0.0,0.0,Neutral
"1:26 *I'm 78 and I remember every detail about waiting on the Harlem Globe Trotters*
*in '73 or '74 ...","1:26 *I'm 78 and I remember every detail about waiting on the Harlem Globe Trotters*
*in '73 or '74 in Toledo Ohio as a cocktail waitress at Holiday Inn Downtown Toledo.*
*They were seated (and stood) in my entire section all night. Their bill came to the*
*hundreds. I placed my tip tray before them and walked away.*
    *They left NOTHING but a tray full of room keys. I worked for nothing that night!*
*Every time I see a reference to them I am brought back to that horrible night that left*
*my feet aching, my heart broken and so angry. I had to ""Give my babysitter an IOU.* 😤😡",0.133,0.789,0.078,-0.8619,Negative
Here after Maccio Supreme,Here after Maccio Supreme,0.0,0.455,0.545,0.5574,Positive
This was a pretty ok movie,This was a pretty ok movie,0.0,0.426,0.574,0.6597,Positive
Lil mabu brother lol,Lil mabu brother lol,0.0,0.517,0.483,0.4215,Positive
"God man, this movie was so fucking good.","God man, this movie was so fucking good.",0.0,0.519,0.481,0.6779,Positive
A movie about table tennis.. Yea Hollywood is cooked,A movie about table tennis.. Yea Hollywood is cooked,0.0,1.0,0.0,0.0,Neutral
"Another joo movie, no thank you.","Another joo movie, no thank you.",0.297,0.703,0.0,-0.2755,Negative
Solid movie but I prefer The Smashing Machine,Solid movie but I prefer The Smashing Machine,0.0,0.843,0.157,0.0772,Positive
❤,❤,0.0,0.192,0.808,0.6369,Positive
You lost me at pre-pubescent Chalamet biting his lip after banging Paltrow,You lost me at pre-pubescent Chalamet biting his lip after banging Paltrow,0.173,0.827,0.0,-0.3182,Negative
"I still wonder the ending. Will he survive? US are merciful, but will he evolve?","I still wonder the ending. Will he survive? US are merciful, but will he evolve?",0.0,1.0,0.0,0.0,Neutral
Does not enter my consciousness,Does not enter my consciousness,0.0,1.0,0.0,0.0,Neutral
JUST BOUGHT MY TICKET!!!❤,JUST BOUGHT MY TICKET!!!❤,0.0,0.496,0.504,0.7249,Positive
A remarkable film in every sense of the word. I was captivated by this film. it's a roller coaster r...,"A remarkable film in every sense of the word. I was captivated by this film. it's a roller coaster ride and it's director Josh Safdie at his best. I am so happy that Timothy Chalamet won the Golden Globe for Best Actor. The film is smart, funny, and highly engaging. filmed in 35 millimeter which makes it very special. The cast is superb. I want to see this again right away!",0.0,0.596,0.404,0.9906,Positive
This is Oscar bait trash. Imagine the audacity to think that a story about a ping pong obsessive is ...,This is Oscar bait trash. Imagine the audacity to think that a story about a ping pong obsessive is interesting. Please.,0.076,0.723,0.201,0.4767,Positive
One trailer from a western movie recently where you want to see the movie.This boy is good.,One trailer from a western movie recently where you want to see the movie.This boy is good.,0.0,0.781,0.219,0.4939,Positive
This trailer is pretty misleading. It makes it look like Marty Supreme is a feel-good movie about a ...,"This trailer is pretty misleading. It makes it look like Marty Supreme is a feel-good movie about a guy achieving his dreams. It's not. It's a suspense thriller about a borderline sociopath fulfilling his ""purpose"" while leaving a wake of destruction wherever he goes.",0.113,0.651,0.236,0.7184,Positive
Hmmmmm interesting.,Hmmmmm interesting.,0.0,0.27,0.73,0.4019,Positive
Ping Pong 🤡📽,Ping Pong 🤡📽,0.0,1.0,0.0,0.0,Neutral
Tyler the creator?!? Why didn't you say so!!,Tyler the creator?!? Why didn't you say so!!,0.0,1.0,0.0,0.0,Neutral
"Went to see this knowing nothing about it, just fancied seeing a movie. Not what I was expecting fro...","Went to see this knowing nothing about it, just fancied seeing a movie. Not what I was expecting from the title 😅 but Chalamet is so infinitely watchable. Great movie, even if I absolutely despised Marty.",0.083,0.753,0.163,0.5867,Positive
Tell me no dog/s was killed in this movie????,Tell me no dog/s was killed in this movie????,0.523,0.477,0.0,-0.8253,Negative
Peak cinema,Peak cinema,0.0,1.0,0.0,0.0,Neutral
Kevin O'learywas great in the role.... Just playin  himself.,Kevin O'learywas great in the role.... Just playin  himself.,0.0,0.661,0.339,0.6249,Positive
0:19 The Choosen one. Lisan al gaib!!,0:19 The Choosen one. Lisan al gaib!!,0.0,1.0,0.0,0.0,Neutral
Why was it good? 🤣🤣🤣,Why was it good? 🤣🤣🤣,0.0,0.545,0.455,0.91,Positive
i'M GON' WATCH THIS BECAUSE OF TYLER,i'M GON' WATCH THIS BECAUSE OF TYLER,0.0,1.0,0.0,0.0,Neutral
🎉,🎉,0.0,0.27,0.73,0.4019,Positive
Such bs no fn way this has 18m views 😛😝🤑🤔,Such bs no fn way this has 18m views 😛😝🤑🤔,0.104,0.896,0.0,-0.296,Negative
Hard pass. I really don't think there will be a day when I'll be in the mood for a movie about ping ...,"Hard pass. I really don't think there will be a day when I'll be in the mood for a movie about ping pong, drama and other things.",0.051,0.949,0.0,-0.1027,Negative
That forever young & it's chorus song hits really different and hard,That forever young & it's chorus song hits really different and hard,0.131,0.869,0.0,-0.1689,Negative
For me 0:25 is pure cinematography perfection!,For me 0:25 is pure cinematography perfection!,0.0,0.6,0.4,0.6114,Positive
"Man, i wanna this epic version of Forever Young now in spotify","Man, i wanna this epic version of Forever Young now in spotify",0.0,1.0,0.0,0.0,Neutral
"Saw this yesterday, lover it, well done!","Saw this yesterday, lover it, well done!",0.0,0.447,0.553,0.7345,Positive
I think Marty Supreme will be the best film at the Oscars,I think Marty Supreme will be the best film at the Oscars,0.0,0.562,0.438,0.8316,Positive
Watch it. It was so much better than I thought it would be. Went to see it out of boredom and was pl...,"Watch it. It was so much better than I thought it would be. Went to see it out of boredom and was pleasantly surprised. Yes he is an a- h0le however it reflects reality - the go better ruthless attitude of many at the top ... Whilst he isn't a good person and possesses the worst moral traits, his ambition and confidence is inspirational .. believing in yourself that much that you won't take nothing but success ... I read on another review that the chaotic chain of events gave some people anxiety ... Welcome to my life lol. Didn't give me anxiety at all .. just felt like everyday to me, where things can go wrong and not everything is always in your control ... But life goes on. I guess you could say that the movie is about determination. Also a harsh reminder that yes sometimes bad people in life do make it in life ... But what do you chose .. I rather sleep at night than chose wrong over right. Take from it what you will. But honestly I think it was a good movie and I was kept fully engaged without getting bored. Watch it",0.13,0.677,0.193,0.8963,Positive
This beating the movie Sinners is an absolute tragedy,This beating the movie Sinners is an absolute tragedy,0.514,0.486,0.0,-0.8126,Negative
"What is the fucking point of this dumb movie? A24, you really should start filtering out your script...","What is the fucking point of this dumb movie? A24, you really should start filtering out your script ideas. Just because it's leftfield and wacky doesn't mean it's good. Same goes for Timmy here who literally lost his fucking mind thinking he's the hottest shit ever and taking on all kinds of garbage to ""show off his acting range"". Trying too hard isn't art.",0.187,0.813,0.0,-0.9115,Negative
7/1/26 4:42pm,7/1/26 4:42pm,0.0,1.0,0.0,0.0,Neutral
tuff,tuff,0.0,1.0,0.0,0.0,Neutral
great trailer! hope the movie will be great also,great trailer! hope the movie will be great also,0.0,0.345,0.655,0.908,Positive
1:34 goosebumps 🥶,1:34 goosebumps 🥶,0.0,1.0,0.0,0.0,Neutral
Quite literally a bad movie,Quite literally a bad movie,0.485,0.515,0.0,-0.5809,Negative
1:44 Despicable me lol,1:44 Despicable me lol,0.0,0.517,0.483,0.4215,Positive
Those GOOP sales must of been falling,Those GOOP sales must of been falling,0.211,0.789,0.0,-0.1531,Negative
papa,papa,0.0,1.0,0.0,0.0,Neutral
"I see this and all I can think of is Bill Burrs joke....

""they were the first all black ping pong t...","I see this and all I can think of is Bill Burrs joke....

""they were the first all black ping pong team""....

""They're going to steal the paddles""",0.102,0.828,0.07,-0.25,Negative
"I watched the movie and it was worth the watch but it's not for everybody. 

The movie started off p...","I watched the movie and it was worth the watch but it's not for everybody. 

The movie started off pretty well and then 2/3 in it goes off the rails and slowly comes back. I enjoyed the movie",0.0,0.726,0.274,0.9161,Positive
Going to do a Marty Supreme and Balls of Fury double feature,Going to do a Marty Supreme and Balls of Fury double feature,0.214,0.578,0.208,-0.0258,Neutral
"Good acting. Terrible movie.  Life failures, shootings, stealing, screwing.  Poor doggy was never sa...","Good acting. Terrible movie.  Life failures, shootings, stealing, screwing.  Poor doggy was never saved.  Senseless movie",0.59,0.31,0.1,-0.9221,Negative
just watched this preview and am still unsure of what this movie is about,just watched this preview and am still unsure of what this movie is about,0.133,0.867,0.0,-0.25,Negative
"its curios this morning I was thinking where in the world was  Paltrow, and there is she is in a mov...","its curios this morning I was thinking where in the world was  Paltrow, and there is she is in a movie... she looks  great  as no time pases by .....   awesome Actriz.. Oscar winner performers..",0.049,0.686,0.265,0.8957,Positive
"""Timothée Chalamet: the (very humble) movie"".","""Timothée Chalamet: the (very humble) movie"".",0.0,1.0,0.0,0.0,Neutral
you all are judging too early when whiplash is in your top movie list. give this movie a chance.,you all are judging too early when whiplash is in your top movie list. give this movie a chance.,0.0,0.817,0.183,0.4215,Positive
this movie was very overhpyed,this movie was very overhpyed,0.0,1.0,0.0,0.0,Neutral
"This movie was so good, definitely worth the watch","This movie was so good, definitely worth the watch",0.0,0.403,0.597,0.8353,Positive
Timmy really making a run at prime slim shady levels of cool,Timmy really making a run at prime slim shady levels of cool,0.0,0.827,0.173,0.3182,Positive
Man and hes with that one Kardashian? Sad..,Man and hes with that one Kardashian? Sad..,0.307,0.693,0.0,-0.4767,Negative
He's right as dream big as you can ❤,He's right as dream big as you can ❤,0.0,0.563,0.437,0.7351,Positive
Gorgeous,Gorgeous,0.0,0.0,1.0,0.6124,Positive
i wish this was Dune pt3 instead of a ping pong movie,i wish this was Dune pt3 instead of a ping pong movie,0.0,0.803,0.197,0.4019,Positive
"T IS NOT PERFECT, BUT HE PEFECT FOR THIS ROLE","T IS NOT PERFECT, BUT HE PEFECT FOR THIS ROLE",0.182,0.818,0.0,-0.2498,Negative
I had to wait 30 years since Forrest Gump to see another ping pong phenom on the screen,I had to wait 30 years since Forrest Gump to see another ping pong phenom on the screen,0.0,1.0,0.0,0.0,Neutral
Watching mow,Watching mow,0.0,1.0,0.0,0.0,Neutral
What version of Forever Young is this? I want to add it to my playlist,What version of Forever Young is this? I want to add it to my playlist,0.0,0.915,0.085,0.0772,Positive
timothy will be the next leonardo but better,timothy will be the next leonardo but better,0.0,0.645,0.355,0.5927,Positive
I came from his rap music video,I came from his rap music video,0.0,1.0,0.0,0.0,Neutral
Amazing ping ponging.,Amazing ping ponging.,0.0,0.345,0.655,0.5859,Positive
I just got out the theaters and bravo!!! 👏🏼 absolute cinema 🔥😊,I just got out the theaters and bravo!!! 👏🏼 absolute cinema 🔥😊,0.088,0.66,0.252,0.6679,Positive
Wouldn’t waste my time with this one A24 got bangers but they venture out from time to time which ma...,Wouldn’t waste my time with this one A24 got bangers but they venture out from time to time which makes them great give indys a chance that’s the real future new talent we need real directors Ai is good but you can replace human not yet they’re not that advanced,0.063,0.691,0.246,0.9286,Positive
... did not like this movie . Timothy chalamet is obnoxious.,... did not like this movie . Timothy chalamet is obnoxious.,0.362,0.638,0.0,-0.6261,Negative
Just returned from watching this in theaters.... and it was much better than I expected! Unexpected ...,"Just returned from watching this in theaters.... and it was much better than I expected! Unexpected turns, surprising plot twists, and the incredible gall of Marty made this one compelling film that's about much more than ping pong!",0.0,0.824,0.176,0.7568,Positive
This is such a strange timeline lol,This is such a strange timeline lol,0.188,0.521,0.292,0.25,Positive
Beautifully shot but terrible story couldn't care less what happened to any of the characters.,Beautifully shot but terrible story couldn't care less what happened to any of the characters.,0.346,0.547,0.107,-0.7385,Negative
"Boxing Day was a devastating day, but I saw this on a billboard and knew nothing about it.
Everythin...","Boxing Day was a devastating day, but I saw this on a billboard and knew nothing about it.
Everything is getting better but I knew I had to check this movie out.
Weirdly it was here for me when I needed it.",0.113,0.807,0.08,-0.1531,Negative
"One of those terrible, smug movies like the overrated ""Anora"" which is praised by the critics (becau...","One of those terrible, smug movies like the overrated ""Anora"" which is praised by the critics (because all the 'really good' ones come out late in the year) and gets awards buzz (does every year have to feature a movie with an ethnic Jew?)  but is truly, really crappy. The performances are good enough but the main character is a complete jerk with no arc.  The tennis scenes are filmed darkly ( a disappointing Darius Kondji) and playing 80s music in a movie that takes place from 1949-1950 is presposterous as well as pretentious.",0.161,0.664,0.175,-0.3384,Negative
Marty Supreme is the closest thing Hollywood will do to make Catcher in the Rye. Marty Mouser is pre...,Marty Supreme is the closest thing Hollywood will do to make Catcher in the Rye. Marty Mouser is pretty close to Hayden Caufield in this movie it's wild,0.0,0.793,0.207,0.7783,Positive
Fucking Tyler the Creator is in this??? If i would have known....😅,Fucking Tyler the Creator is in this??? If i would have known....😅,0.0,0.831,0.169,0.466,Positive
"If this movie gets dubbed, we goin to finally see how Tyler portuguese Voice would be like","If this movie gets dubbed, we goin to finally see how Tyler portuguese Voice would be like",0.0,0.865,0.135,0.3612,Positive
Another movie about a jeuu,Another movie about a jeuu,0.0,1.0,0.0,0.0,Neutral
Onde acho essa versão de “Forever Young” que toca nesse trailer?,Onde acho essa versão de “Forever Young” que toca nesse trailer?,0.0,1.0,0.0,0.0,Neutral
"Mr Wonderful, Tyler the Creator, and Abel Ferrara all crushed it","Mr Wonderful, Tyler the Creator, and Abel Ferrara all crushed it",0.181,0.581,0.239,0.2263,Positive
"This movie felt really sexist to me. The female characters aren’t written as full people, they’re ba...","This movie felt really sexist to me. The female characters aren’t written as full people, they’re basically there to be desired, used, or to push the male lead’s story forward. Everything about them is framed through a male gaze, like they’re pawns or prizes rather than subjects with agency.

What bothered me most is that the film doesn’t even question this dynamic. It just repeats the same tired, male-dominated storytelling and acts like that’s edgy or meaningful. Even pregnancy is handled in a weirdly objectifying way, turning the female body into another aesthetic or narrative device instead of something human or complex.

It’s not challenging film conventions at all, it’s reinforcing them. For a movie that seems to think it’s saying something bold, it actually feels pretty shallow and outdated.",0.06,0.797,0.143,0.9073,Positive
I just gained an arm intellectually after watching this,I just gained an arm intellectually after watching this,0.0,0.583,0.417,0.6124,Positive
sounds like a Bore.,sounds like a Bore.,0.308,0.308,0.385,0.128,Positive
Everything after quarantine is a random mess,Everything after quarantine is a random mess,0.294,0.706,0.0,-0.3612,Negative
"aah oooo love this..thanx  4 making   Tee with '''LIONS NAMED LEO '' AND  
'''TRAXTER'''  [ the mu...","aah oooo love this..thanx  4 making   Tee with '''LIONS NAMED LEO '' AND  
'''TRAXTER'''  [ the music world wide]  and  TLC  out reach .[[[    and    tee  tafkatlas  
on the FB  ]]]
and good job on video.!!!!.....we  LOVE   you  ALL...!!![[[[long live  FREE SPEECH  ]]]
....and  '''meliorism'''' ......if you ''believe'' in anything..let it be that...this '''1. The belief 
that the world can be made better by human effort.''''' PASS IT ON...!!!
OM  MA  NI  PAD  ME  HUM   [[the 6...the power ]]]",0.0,0.775,0.225,0.9692,Positive
SUPREME!!!,SUPREME!!!,0.0,0.0,1.0,0.6679,Positive
0:56 0:57,0:56 0:57,0.0,1.0,0.0,0.0,Neutral
Not sure about O'lrearry,Not sure about O'lrearry,0.395,0.605,0.0,-0.2411,Negative
I thought this was going to be a drug dealing gangster movie from that esthekid music video,I thought this was going to be a drug dealing gangster movie from that esthekid music video,0.0,1.0,0.0,0.0,Neutral
This shit looks so overblown...,This shit looks so overblown...,0.474,0.526,0.0,-0.5574,Negative
"This isnt a teaser, it’s a trailer","This isnt a teaser, it’s a trailer",0.0,0.775,0.225,0.1877,Positive
This movie absolutely blew me away the storyline and the range the actors brought to the table is of...,This movie absolutely blew me away the storyline and the range the actors brought to the table is off the charts movie of the year 🏆 shout out to A24 dropping absolute fire they actually have great storylines unlike fox universal etc,0.052,0.86,0.088,0.4019,Positive
Is that the guy from Shark Tank?,Is that the guy from Shark Tank?,0.0,1.0,0.0,0.0,Neutral
*_Can't wait to watch it in Europe_*,*_Can't wait to watch it in Europe_*,0.0,1.0,0.0,0.0,Neutral
Top 3 movie of the year ngl,Top 3 movie of the year ngl,0.0,0.769,0.231,0.2023,Positive
Why do i feel like timothe and tyler wpuld be low kee besties while filmjng this,Why do i feel like timothe and tyler wpuld be low kee besties while filmjng this,0.113,0.753,0.134,0.1027,Positive
It was good,It was good,0.0,0.408,0.592,0.4404,Positive
What version of forever young is this,What version of forever young is this,0.0,1.0,0.0,0.0,Neutral
I was really hoping the end was him scraping his way back to his hometown after turning on Rockwell ...,I was really hoping the end was him scraping his way back to his hometown after turning on Rockwell & losing face only to realize the child ISNT his.,0.08,0.826,0.095,0.1263,Positive
Haven't we already seen some version of this movie 10 million times before? YAWN,Haven't we already seen some version of this movie 10 million times before? YAWN,0.0,1.0,0.0,0.0,Neutral
"(No spoilers): Marty Supreme is not, as I was expecting, a film about ping-pong. For this reason, I ...","(No spoilers): Marty Supreme is not, as I was expecting, a film about ping-pong. For this reason, I came away from the movie feeling hustled out of my money — which is perhaps the point, considering the story is about a hustler.",0.0,0.887,0.113,0.6249,Positive
I rather go to a good steakhouse then waste my money on this …I’ll be definitely waiting for it to b...,I rather go to a good steakhouse then waste my money on this …I’ll be definitely waiting for it to be on  Netflix,0.099,0.704,0.197,0.4215,Positive
I like it when teasers/trailers include music from the actual movie 👍,I like it when teasers/trailers include music from the actual movie 👍,0.0,0.828,0.172,0.3612,Positive
Good one,Good one,0.0,0.256,0.744,0.4404,Positive
They really fooled us into thinking this was a film about ping pong 😂,They really fooled us into thinking this was a film about ping pong 😂,0.203,0.636,0.161,0.0018,Neutral
This movie is trying to be rocky. Just re-edit with the Rocky's theme bill conti.  Tryna be rocky.,This movie is trying to be rocky. Just re-edit with the Rocky's theme bill conti.  Tryna be rocky.,0.0,1.0,0.0,0.0,Neutral
"This wasn’t a table tennis film, nor a story about someone constantly making questionable decisions....","This wasn’t a table tennis film, nor a story about someone constantly making questionable decisions. It was about conviction, the pursuit of greatness, and what that pursuit demands. And perhaps greatness doesn’t need to be recognised by everyone else, but by themselves. 8.9/10",0.037,0.963,0.0,-0.1531,Negative
B➕,B➕,0.0,1.0,0.0,0.0,Neutral
😴😴😴😴😴😴😴,😴😴😴😴😴😴😴,0.0,1.0,0.0,0.0,Neutral
"Period sports movie, that's Hollywood caviar come awards season.","Period sports movie, that's Hollywood caviar come awards season.",0.0,0.727,0.273,0.4588,Positive
Why would anyone pay money to see this?,Why would anyone pay money to see this?,0.167,0.833,0.0,-0.1027,Negative
