comment,full_comment,negative,neutral,positive,compound,sentiment
🔥🔥🔥,🔥🔥🔥,1.0,0.0,0.0,-0.7351,Negative
"Best movie av seen in ages way better than the new fast and furious movies ,good storyline and the a...","Best movie av seen in ages way better than the new fast and furious movies ,good storyline and the actors executed the roles perfectly",0.1,0.515,0.385,0.8885,Positive
"JP ""We did it""
Hayes ""yeah we did""

Me😢😥😢","JP ""We did it""
Hayes ""yeah we did""

Me😢😥😢",0.317,0.423,0.26,-0.3577,Negative
So this is what franklin does when he leaves L.A,So this is what franklin does when he leaves L.A,0.0,1.0,0.0,0.0,Neutral
this movie was a 10/10 absolutely amazing movie💯,this movie was a 10/10 absolutely amazing movie💯,0.0,0.687,0.313,0.624,Positive
This tactics in F1 is like Atltico Madrid tactics in football.  That sux i don't agree with this typ...,This tactics in F1 is like Atltico Madrid tactics in football.  That sux i don't agree with this type of behaviour in sports .,0.164,0.747,0.089,-0.2755,Negative
Great choice of song!!! 🎉,Great choice of song!!! 🎉,0.0,0.343,0.657,0.826,Positive
Not worth all the hype..,Not worth all the hype..,0.294,0.706,0.0,-0.1695,Negative
"F1 The Movie, my favorite racing movie after Le Mans 1971.👍","F1 The Movie, my favorite racing movie after Le Mans 1971.👍",0.0,0.8,0.2,0.4588,Positive
Repackaging livestreams into themed cuts creates evergreen material,Repackaging livestreams into themed cuts creates evergreen material,0.214,0.583,0.204,-0.0258,Neutral
"*Brad Pitt*
The man who can beat Bruce Lee and can overtake Ayrton Senna🙄","*Brad Pitt*
The man who can beat Bruce Lee and can overtake Ayrton Senna🙄",0.0,1.0,0.0,0.0,Neutral
I was not a fan of f1 or any racing sport but after watching this movie I became,I was not a fan of f1 or any racing sport but after watching this movie I became,0.08,0.92,0.0,-0.1232,Negative
NO! I need watch this again because I never expected it to be that good! OMG! What a movie man …. Br...,NO! I need watch this again because I never expected it to be that good! OMG! What a movie man …. Brad Pitt is such a great actor! I would rate this a solid 9/10 🔥🔥🔥🔥,0.21,0.623,0.167,0.2887,Positive
That was insane!,That was insane!,0.599,0.401,0.0,-0.4574,Negative
"This movie needed a travis scott music during the race

Watched the movie 2 times, saying by superio...","This movie needed a travis scott music during the race

Watched the movie 2 times, saying by superior music taste 😂 and experience ❤😊",0.04,0.591,0.369,0.9485,Positive
"You are making a movie about it, and here in the Czech Republic we normally drive a Formula car on t...","You are making a movie about it, and here in the Czech Republic we normally drive a Formula car on the highway.",0.0,1.0,0.0,0.0,Neutral
"It was beautiful, enjoyed every bit of it...
Rewatched it a few times, but still can't get enough of...","It was beautiful, enjoyed every bit of it...
Rewatched it a few times, but still can't get enough of this movie.",0.0,0.805,0.195,0.5574,Positive
Brad pitt looks like he is in his 30s,Brad pitt looks like he is in his 30s,0.0,0.762,0.238,0.3612,Positive
It was outstanding,It was outstanding,0.0,0.333,0.667,0.6124,Positive
Music from Hans Zimmer 🎉🎉 always gives goosebumps 😮,Music from Hans Zimmer 🎉🎉 always gives goosebumps 😮,0.0,0.707,0.293,0.6597,Positive
Looks like MSC on his car - that used to be Michael Schumacher's abbreviation😮,Looks like MSC on his car - that used to be Michael Schumacher's abbreviation😮,0.0,0.872,0.128,0.3612,Positive
This movie(artwork)is what Drive to Survive was supposed to be,This movie(artwork)is what Drive to Survive was supposed to be,0.0,1.0,0.0,0.0,Neutral
"watched it yesterday , omg this is movie of year 10/10 !","watched it yesterday , omg this is movie of year 10/10 !",0.0,1.0,0.0,0.0,Neutral
Just watched in telugu dubb its only 💥💥💥💥💥,Just watched in telugu dubb its only 💥💥💥💥💥,0.641,0.359,0.0,-0.8885,Negative
"I just watch this movie, his role was not perfect seems they scripted as per his age. Good movie and...","I just watch this movie, his role was not perfect seems they scripted as per his age. Good movie and on top it is completely F1 something like you watch in Netflix F1 season. Nice 👍 and the",0.063,0.719,0.217,0.7404,Positive
Incredible!,Incredible!,0.0,1.0,0.0,0.0,Neutral
Thala Ajith ♥️,Thala Ajith ♥️,0.0,0.417,0.583,0.6369,Positive
I saw the movie today and was totally thrilled after watching the movie. Thank God I watched this mo...,I saw the movie today and was totally thrilled after watching the movie. Thank God I watched this movie in the theater.,0.0,0.709,0.291,0.7778,Positive
And its far better than new superman,And its far better than new superman,0.0,0.674,0.326,0.4404,Positive
"Loved it
Watched it again on apple tv i think the coloring is different on appletv","Loved it
Watched it again on apple tv i think the coloring is different on appletv",0.0,0.794,0.206,0.5994,Positive
"This movie was a wild ride, really liked it.","This movie was a wild ride, really liked it.",0.0,0.721,0.279,0.4754,Positive
"If they had made Brad Finnish rather than American, this movie would make a bit more sense.","If they had made Brad Finnish rather than American, this movie would make a bit more sense.",0.0,1.0,0.0,0.0,Neutral
Nice 😊😊🔥🔥,Nice 😊😊🔥🔥,0.187,0.234,0.578,0.875,Positive
😲😲😱😲😲😱😱😲,😲😲😱😲😲😱😱😲,0.42,0.266,0.314,-0.6597,Negative
I wish I had Brad Pitt’s hair and he is double my age.😂😂,I wish I had Brad Pitt’s hair and he is double my age.😂😂,0.118,0.561,0.321,0.8176,Positive
Not even close to Rush: James Hunt vs Niki Lauda,Not even close to Rush: James Hunt vs Niki Lauda,0.0,1.0,0.0,0.0,Neutral
60s👌👌👌👌,60s👌👌👌👌,0.0,0.039,0.961,0.9736,Positive
This was a very good movie,This was a very good movie,0.0,0.61,0.39,0.4927,Positive
only man that can beat max verstappen at his prime lol😂😂😂,only man that can beat max verstappen at his prime lol😂😂😂,0.147,0.488,0.365,0.8885,Positive
"Brilliant movie...
just watched this for Brad pitt 
23 Aug 2025","Brilliant movie...
just watched this for Brad pitt 
23 Aug 2025",0.0,0.725,0.275,0.5859,Positive
This is a legit power house movie.,This is a legit power house movie.,0.0,1.0,0.0,0.0,Neutral
finally something worth to wait & watch,finally something worth to wait & watch,0.0,0.759,0.241,0.2263,Positive
I love the moment he is flying,I love the moment he is flying,0.0,0.588,0.412,0.6369,Positive
"Loved it , supperbb","Loved it , supperbb",0.0,0.435,0.565,0.5994,Positive
"Just seen it , so satisfying watching it and so much fu adrenaline!!! Thank you","Just seen it , so satisfying watching it and so much fu adrenaline!!! Thank you",0.206,0.495,0.299,0.3102,Positive
exciting movie .nice 1 brad pitt,exciting movie .nice 1 brad pitt,0.0,0.4,0.6,0.7184,Positive
box,box,0.0,1.0,0.0,0.0,Neutral
LOVED it. going to watch it again rn lol,LOVED it. going to watch it again rn lol,0.0,0.485,0.515,0.8143,Positive
Rose made the song for ts,Rose made the song for ts,0.0,1.0,0.0,0.0,Neutral
Just watched. Its got nothing on rush. Million times better than driven tho,Just watched. Its got nothing on rush. Million times better than driven tho,0.0,0.805,0.195,0.4404,Positive
Yoooo,Yoooo,0.0,1.0,0.0,0.0,Neutral
🎉🎉🎉🎉,🎉🎉🎉🎉,0.0,0.27,0.73,0.8689,Positive
😂🎉😢,😂🎉😢,0.303,0.303,0.394,0.3612,Positive
I cant relate,I cant relate,0.0,1.0,0.0,0.0,Neutral
Zebra production.,Zebra production.,0.0,1.0,0.0,0.0,Neutral
Best motorsport movie!❤,Best motorsport movie!❤,0.0,0.257,0.743,0.8655,Positive
I didn’t know I needed this until now.,I didn’t know I needed this until now.,0.0,1.0,0.0,0.0,Neutral
Would love to see  Ricky Bobby vs Jean Girard racing in F1. 😁😁😁😁😁😁😁😁😁😁😁,Would love to see  Ricky Bobby vs Jean Girard racing in F1. 😁😁😁😁😁😁😁😁😁😁😁,0.0,0.597,0.403,0.9884,Positive
Loved the energy in this video.,Loved the energy in this video.,0.0,0.4,0.6,0.7184,Positive
So technically it is the story of ‘Cars 3’,So technically it is the story of ‘Cars 3’,0.0,1.0,0.0,0.0,Neutral
"Almost a remake of ""Driven""","Almost a remake of ""Driven""",0.0,1.0,0.0,0.0,Neutral
F✨️🧑‍🚀,F✨️🧑‍🚀,0.0,1.0,0.0,0.0,Neutral
max actually completes a race without trying to bin someone.,max actually completes a race without trying to bin someone.,0.0,1.0,0.0,0.0,Neutral
Maybe someone will know: Is there a reason why none of the drivers had any lines or even shared any ...,Maybe someone will know: Is there a reason why none of the drivers had any lines or even shared any scenes with the characters? (Aside from the Alonso fist bump),0.0,0.924,0.076,0.34,Positive
Congratulations on the Oscar nominations.,Congratulations on the Oscar nominations.,0.0,0.506,0.494,0.5994,Positive
"This isn't just another F1 movie, it's THE F1 MO-VIE!.","This isn't just another F1 movie, it's THE F1 MO-VIE!.",0.0,1.0,0.0,0.0,Neutral
This is how you do a teaser.,This is how you do a teaser.,0.25,0.75,0.0,-0.25,Negative
I am in a low place but this film helps me to be optimistic about future...❤,I am in a low place but this film helps me to be optimistic about future...❤,0.056,0.505,0.439,0.9118,Positive
After Sony (Annie 2015 and A Man Called Otto 2023),After Sony (Annie 2015 and A Man Called Otto 2023),0.0,1.0,0.0,0.0,Neutral
Enjoyed Days of Thunder.  Haven't seen Ford vs. Ferrari yet.  But giving this a go!,Enjoyed Days of Thunder.  Haven't seen Ford vs. Ferrari yet.  But giving this a go!,0.0,0.701,0.299,0.6749,Positive
Instant classic,Instant classic,0.0,1.0,0.0,0.0,Neutral
Nice nice,Nice nice,0.0,0.0,1.0,0.6808,Positive
"It's been 1 year ago, baby!","It's been 1 year ago, baby!",0.0,1.0,0.0,0.0,Neutral
Movie 🎉🎉🎉,Movie 🎉🎉🎉,0.0,0.331,0.669,0.7964,Positive
I keep coming back to the this trailer every couple of days! ❤,I keep coming back to the this trailer every couple of days! ❤,0.0,0.743,0.257,0.6696,Positive
Such a lame story😮😂,Such a lame story😮😂,0.254,0.541,0.205,0.0258,Neutral
"あ♡今日 観に行ってきました♡1週間の限定公開されてたので、また観たい❤と思って
2回目です(*´︶`)早くも Digital配信されてたので、購入しちゃいました( ⑉>ᴗ<⑉)ﾍﾍｯ♡
また、いつか...","あ♡今日 観に行ってきました♡1週間の限定公開されてたので、また観たい❤と思って
2回目です(*´︶`)早くも Digital配信されてたので、購入しちゃいました( ⑉>ᴗ<⑉)ﾍﾍｯ♡
また、いつかF1映画。。。Part2 やって ほしいなぁ❤",0.0,0.724,0.276,0.6369,Positive
Foi tão bom,Foi tão bom,0.0,1.0,0.0,0.0,Neutral
Eighteen glodteeks,Eighteen glodteeks,0.0,1.0,0.0,0.0,Neutral
Song name?,Song name?,0.0,1.0,0.0,0.0,Neutral
"1:12 is just ARRRGGHHHHH!!!

 I WANA RACE!!!","1:12 is just ARRRGGHHHHH!!!

 I WANA RACE!!!",0.0,1.0,0.0,0.0,Neutral
Life is a very fast race!,Life is a very fast race!,0.0,1.0,0.0,0.0,Neutral
After having seen the movie twice. I can only conclude the teaser is better than the trailer.,After having seen the movie twice. I can only conclude the teaser is better than the trailer.,0.101,0.754,0.146,0.2263,Positive
"I can't believe it's been a year, honored to be watching the best movie in the world 💕🎉","I can't believe it's been a year, honored to be watching the best movie in the world 💕🎉",0.0,0.531,0.469,0.9432,Positive
"This trailer doesn't represent at all how the film really feels, even musically","This trailer doesn't represent at all how the film really feels, even musically",0.0,1.0,0.0,0.0,Neutral
man been a year huh,man been a year huh,0.0,1.0,0.0,0.0,Neutral
"watched the film today. It was fantastic. never has a teaser made me go; ""I'm going to watch that mo...","watched the film today. It was fantastic. never has a teaser made me go; ""I'm going to watch that movie"" quite like this one. And the film was great. Might be obsessed. Go watch it while you can, trust me.",0.033,0.664,0.303,0.9304,Positive
Can't believe the first trailer is already 1 year old,Can't believe the first trailer is already 1 year old,0.0,1.0,0.0,0.0,Neutral
"First class movie
Brad is the man","First class movie
Brad is the man",0.0,1.0,0.0,0.0,Neutral
🎬 Magnificent ✨👌🔥💪🏆🏁,🎬 Magnificent ✨👌🔥💪🏆🏁,0.11,0.322,0.567,0.873,Positive
It could've been a grilled cheese,It could've been a grilled cheese,0.0,1.0,0.0,0.0,Neutral
Algorithm finally did something right,Algorithm finally did something right,0.0,1.0,0.0,0.0,Neutral
"When I Saw This Trailer Drop I Was Like: ""Warner Bros. Made A New Formula 1 Movie With Brad Pitt In ...","When I Saw This Trailer Drop I Was Like: ""Warner Bros. Made A New Formula 1 Movie With Brad Pitt In It? AWESOME!""",0.071,0.673,0.257,0.7597,Positive
Very baded movie,Very baded movie,0.0,1.0,0.0,0.0,Neutral
1 year after teaser,1 year after teaser,0.4,0.6,0.0,-0.25,Negative
"Just saw it in the theater. It was fantastic!  Great writing, acting, directing and music!  Trailer ...","Just saw it in the theater. It was fantastic!  Great writing, acting, directing and music!  Trailer does it justice. See it!",0.0,0.6,0.4,0.9182,Positive
"Hi bro I am from India AK AJITH KUMAR SIR is waiting for your call on next movie, so please call AK ...","Hi bro I am from India AK AJITH KUMAR SIR is waiting for your call on next movie, so please call AK sir for next movie",0.0,0.893,0.107,0.4572,Positive
Indian actor ajith kumar role this movie perfect ❤,Indian actor ajith kumar role this movie perfect ❤,0.0,0.503,0.497,0.836,Positive
Apxg with Sonny,Apxg with Sonny,0.0,1.0,0.0,0.0,Neutral
I loved this movie so much.,I loved this movie so much.,0.0,0.562,0.438,0.5994,Positive
Max verstapen lose by APX GP,Max verstapen lose by APX GP,0.351,0.649,0.0,-0.4019,Negative
"Not only one of the best movies of the year but of the past 10. ❤
GOTTA GO EXPERIENCE THIS IN THEATE...","Not only one of the best movies of the year but of the past 10. ❤
GOTTA GO EXPERIENCE THIS IN THEATERS 🎉",0.0,0.648,0.352,0.9178,Positive
"Leclerc: ""How Brad is faster than us""
Ferrari: ""He must be faster""","Leclerc: ""How Brad is faster than us""
Ferrari: ""He must be faster""",0.0,1.0,0.0,0.0,Neutral
❤,❤,0.0,0.192,0.808,0.6369,Positive
it takes F1 2 hr and 25 min to tell a decent 90 min story.,it takes F1 2 hr and 25 min to tell a decent 90 min story.,0.0,1.0,0.0,0.0,Neutral
Awesome 👏🙌👑,Awesome 👏🙌👑,0.0,0.549,0.451,0.6249,Positive
I think I like the pit stop the best! So much action! It's not about getting into the podium but it'...,"I think I like the pit stop the best! So much action! It's not about getting into the podium but it's about all ""the  hype"" which comes with the F1. - 02.06.2025",0.045,0.816,0.139,0.5162,Positive
Coming back to this teaser knowing that the last scene is actually them fighting for 22nd is hilario...,Coming back to this teaser knowing that the last scene is actually them fighting for 22nd is hilarious 😂,0.213,0.578,0.209,0.2144,Positive
The scene in 1:04 was done by Williams but it was done by bottas in alpha romeo in real movie,The scene in 1:04 was done by Williams but it was done by bottas in alpha romeo in real movie,0.0,1.0,0.0,0.0,Neutral
can anyone tell me the name of the song used in this teaser it would be appreciated,can anyone tell me the name of the song used in this teaser it would be appreciated,0.109,0.73,0.161,0.2617,Positive
one of the best trailers i've ever seen!,one of the best trailers i've ever seen!,0.0,0.609,0.391,0.6696,Positive
"F1 Or Fomula 1 The Movie.
🔥🏎❤️","F1 Or Fomula 1 The Movie.
🔥🏎❤️",0.194,0.806,0.0,-0.34,Negative
"I just went from seeing the movie. 2 decades long fan here.

_As an F1 movie, seen from a diehard fa...","I just went from seeing the movie. 2 decades long fan here.

_As an F1 movie, seen from a diehard fan, its a complete mess._ It ignores a lot of the rules and regulations of the sport.

_But as a movie produced by Lewis Hamilton himself, targeted to general audiences, _*_ITS GREAT._*

It ignores the rulebook for the sake of action, it has great shots, a really flawless teamwork to make the races as intense as they can be, and the fact that the real F1 presenters are involved, makes a better inmersion overall.

9/10. I went with a friend who knew nothing about F1, and now has real interest on the sport.",0.042,0.716,0.242,0.9852,Positive
Who watches it 2 days after the Movie got released?,Who watches it 2 days after the Movie got released?,0.0,1.0,0.0,0.0,Neutral
This movie is simply legendary 🔥🔥,This movie is simply legendary 🔥🔥,0.49,0.51,0.0,-0.5859,Negative
Who's here after watching the movie?,Who's here after watching the movie?,0.0,1.0,0.0,0.0,Neutral
There's got be another song to put in trailers... 😒😑,There's got be another song to put in trailers... 😒😑,0.0,1.0,0.0,0.0,Neutral
"Cinematics Amazing, Storyline and Realism Poor","Cinematics Amazing, Storyline and Realism Poor",0.284,0.367,0.349,0.1779,Positive
WAT IS  THIS ABOMINATION OF A MOVIE???,WAT IS  THIS ABOMINATION OF A MOVIE???,0.0,1.0,0.0,0.0,Neutral
今日見てきましたけど、レースシーンの迫力はそのまま伝わってました。実際のF1に合わせて忠実に仕上げていたのも良かったです。,今日見てきましたけど、レースシーンの迫力はそのまま伝わってました。実際のF1に合わせて忠実に仕上げていたのも良かったです。,0.0,1.0,0.0,0.0,Neutral
Watch the real F1 every alternate weeks or watch this fake Bollywood F1. Cant fool me but Indians ar...,Watch the real F1 every alternate weeks or watch this fake Bollywood F1. Cant fool me but Indians are exited.,0.105,0.818,0.077,-0.1555,Negative
who needs trt when I can just watch this trailer everyday,who needs trt when I can just watch this trailer everyday,0.0,1.0,0.0,0.0,Neutral
Was excited to watch the movie till I seen the trailer. Another Hollywood misfire!,Was excited to watch the movie till I seen the trailer. Another Hollywood misfire!,0.0,0.828,0.172,0.4003,Positive
9/10 this movie! A bit to dramatic but for the rest it was perfect!,9/10 this movie! A bit to dramatic but for the rest it was perfect!,0.0,0.698,0.302,0.7673,Positive
Soha tobbet nem fogtok erdekelni nem szeretlek és unom a banant,Soha tobbet nem fogtok erdekelni nem szeretlek és unom a banant,0.0,1.0,0.0,0.0,Neutral
poor,poor,1.0,0.0,0.0,-0.4767,Negative
Meh,Meh,1.0,0.0,0.0,-0.0772,Negative
Why would you do a rock pop sound track for F1 ?? Ed Sheeran! 🤦🏽‍♂️ 👎🏾👎🏾Get Giorgio Moroder use old ...,Why would you do a rock pop sound track for F1 ?? Ed Sheeran! 🤦🏽‍♂️ 👎🏾👎🏾Get Giorgio Moroder use old Vangelis or Tangerine Dream Kraftwerk! Anything but today’s pop music,0.0,0.947,0.053,0.3493,Positive
The fact that this is almost 1 year ago and I think we’re all going to watch this now!,The fact that this is almost 1 year ago and I think we’re all going to watch this now!,0.0,1.0,0.0,0.0,Neutral
Jesus Christ I just had a Cam and dyno tune done on my car. I'd better not drive it right after watc...,Jesus Christ I just had a Cam and dyno tune done on my car. I'd better not drive it right after watching this,0.0,0.884,0.116,0.4404,Positive
Ok now im hyped,Ok now im hyped,0.0,0.577,0.423,0.296,Positive
0:13 Sir Jackie Stewart is crying in tears right now. 😭,0:13 Sir Jackie Stewart is crying in tears right now. 😭,0.448,0.552,0.0,-0.7964,Negative
0:51 Tom Cruise cameo,0:51 Tom Cruise cameo,0.0,1.0,0.0,0.0,Neutral
Now THAT'S how you make a trailer.,Now THAT'S how you make a trailer.,0.0,1.0,0.0,0.0,Neutral
I love as soon as the bird comes out Guenther is looking with the door smash face.,I love as soon as the bird comes out Guenther is looking with the door smash face.,0.0,0.792,0.208,0.6369,Positive
🏎️🏁 F1 / Official Teaser,🏎️🏁 F1 / Official Teaser,0.222,0.778,0.0,-0.25,Negative
🏎️🏁 F1 / Official Teaser 🎥🍿,🏎️🏁 F1 / Official Teaser 🎥🍿,0.167,0.833,0.0,-0.25,Negative
Biggest let down for 2025,Biggest let down for 2025,0.0,1.0,0.0,0.0,Neutral
this is a second to none trailer for one of the best films of the year,this is a second to none trailer for one of the best films of the year,0.0,0.781,0.219,0.6369,Positive
"lol, bit old to be a driver no?","lol, bit old to be a driver no?",0.0,0.714,0.286,0.4215,Positive
Umm how abt DriveN.. 2001,Umm how abt DriveN.. 2001,0.0,1.0,0.0,0.0,Neutral
The New Next Movie Spinoff Is Motogp,The New Next Movie Spinoff Is Motogp,0.0,1.0,0.0,0.0,Neutral
🩷,🩷,0.0,1.0,0.0,0.0,Neutral
I should not have watched this before taking a drive lol,I should not have watched this before taking a drive lol,0.0,0.781,0.219,0.4215,Positive
"reminder that brad pitt abused his ex wife and children, to still cast him is disgusting","reminder that brad pitt abused his ex wife and children, to still cast him is disgusting",0.324,0.676,0.0,-0.7717,Negative
Rosie sent me 😊 looks like a cool movie!,Rosie sent me 😊 looks like a cool movie!,0.0,0.448,0.552,0.8777,Positive
Movie looks so cringey.,Movie looks so cringey.,0.0,1.0,0.0,0.0,Neutral
Fun,Fun,0.0,0.0,1.0,0.5106,Positive
"أجمل فيلم مع افضل ممثل هوليوود 
براااد بيت❤","أجمل فيلم مع افضل ممثل هوليوود 
براااد بيت❤",0.0,0.682,0.318,0.6369,Positive
Achei tão fofo fazer o filme pro Fernando Alonso ksksksksks e com participação especial do Bortoleto,Achei tão fofo fazer o filme pro Fernando Alonso ksksksksks e com participação especial do Bortoleto,0.0,1.0,0.0,0.0,Neutral
Came here because of Rosé 🩷,Came here because of Rosé 🩷,0.0,1.0,0.0,0.0,Neutral
Pitt is back !!!,Pitt is back !!!,0.0,1.0,0.0,0.0,Neutral
"As an 30 yr F1 fan, I am already so bored of this movie, and it comes out… when? And as a strange co...","As an 30 yr F1 fan, I am already so bored of this movie, and it comes out… when? And as a strange coincidence, I was totally bored by Queen 30 years ago.🎉",0.165,0.715,0.119,-0.2345,Negative
Un gran proyecto y será una película muy lindo.❤❤❤❤🎉🎉🎉,Un gran proyecto y será una película muy lindo.❤❤❤❤🎉🎉🎉,0.0,0.391,0.609,0.9774,Positive
"Very sad they didn't film in Singapore, the original F1 night race.","Very sad they didn't film in Singapore, the original F1 night race.",0.216,0.637,0.147,-0.2716,Negative
imagine seeing your self in the crown in the movie,imagine seeing your self in the crown in the movie,0.0,1.0,0.0,0.0,Neutral
NN VEDO L' ORA DI ANDARLO A VEDERE . A GIUGNO VIENE FUORI.....,NN VEDO L' ORA DI ANDARLO A VEDERE . A GIUGNO VIENE FUORI.....,0.0,1.0,0.0,0.0,Neutral
I just came,I just came,0.0,1.0,0.0,0.0,Neutral
"Finally Brad Pitt in a movie based on F1. Now if he would only star in a movie based on "" The Kid Ga...","Finally Brad Pitt in a movie based on F1. Now if he would only star in a movie based on "" The Kid Gallagher Story "" !",0.0,1.0,0.0,0.0,Neutral
Extraordinary Toda La Leyenda Formula 1 👍💯🏁🏁🏁🏁🏁,Extraordinary Toda La Leyenda Formula 1 👍💯🏁🏁🏁🏁🏁,0.0,1.0,0.0,0.0,Neutral
Can you bring that car please 🙏 fast Toronto,Can you bring that car please 🙏 fast Toronto,0.0,0.796,0.204,0.3182,Positive
This is the best 🎉🎉🎉,This is the best 🎉🎉🎉,0.0,0.328,0.672,0.9062,Positive
Where is all the F1 Teams??? It has lost me already!,Where is all the F1 Teams??? It has lost me already!,0.239,0.761,0.0,-0.4822,Negative
oh waa,oh waa,0.0,1.0,0.0,0.0,Neutral
"Guenther Steiner's cameo alone has me hyped for this, hoping for some Drive to Survive-esque drama o...","Guenther Steiner's cameo alone has me hyped for this, hoping for some Drive to Survive-esque drama on the big screen!",0.085,0.765,0.15,0.3699,Positive
this is going to make Driven look like Gone With The Wind,this is going to make Driven look like Gone With The Wind,0.0,0.815,0.185,0.3612,Positive
"Thu Hương ca, 
Huế, VN 😊😅","Thu Hương ca, 
Huế, VN 😊😅",0.0,0.564,0.436,0.8176,Positive
Nyenyenye,Nyenyenye,0.0,1.0,0.0,0.0,Neutral
Billy Beane moves from baseball to Formula 1 🙄🙄🙄,Billy Beane moves from baseball to Formula 1 🙄🙄🙄,0.0,1.0,0.0,0.0,Neutral
I guess we know Alonso is putting in work because it’s ain’t stroll that has them beat in the straig...,I guess we know Alonso is putting in work because it’s ain’t stroll that has them beat in the straights.,0.0,1.0,0.0,0.0,Neutral
2001  Driven 😅,2001  Driven 😅,0.0,0.667,0.333,0.3612,Positive
Thank you for the great content!,Thank you for the great content!,0.0,0.367,0.633,0.784,Positive
"Fantastic explanation, thank you!","Fantastic explanation, thank you!",0.0,0.238,0.762,0.75,Positive
"Thank you for this video, very enlightening!","Thank you for this video, very enlightening!",0.0,0.439,0.561,0.7495,Positive
Thank you for the great content!,Thank you for the great content!,0.0,0.367,0.633,0.784,Positive
"Your videos are always so helpful, thank you!","Your videos are always so helpful, thank you!",0.0,0.473,0.527,0.7708,Positive
"This was very informative, appreciate it.","This was very informative, appreciate it.",0.0,0.627,0.373,0.4549,Positive
"This was very informative, appreciate it.","This was very informative, appreciate it.",0.0,0.627,0.373,0.4549,Positive
"Aah, if only we still had v10s. Imagine the last shot, when ''we will rock you'' stops and we just h...","Aah, if only we still had v10s. Imagine the last shot, when ''we will rock you'' stops and we just hear the engine, but with a v10 screaming.",0.153,0.847,0.0,-0.5719,Negative
OK,OK,0.0,0.0,1.0,0.296,Positive
How I wish to see an American run in F1 that isnt a Movie,How I wish to see an American run in F1 that isnt a Movie,0.0,0.828,0.172,0.4019,Positive
1:27,1:27,0.0,1.0,0.0,0.0,Neutral
"""You get more for your money with CBDFlex's high concentration. CBDMD is overpriced for its potency....","""You get more for your money with CBDFlex's high concentration. CBDMD is overpriced for its potency.""",0.0,1.0,0.0,0.0,Neutral
"0:51 we can see MAX VERSTAPPEN AND CARLOS SIANS 
can anyone confirm that is LEWIS HAMILTON is there ...","0:51 we can see MAX VERSTAPPEN AND CARLOS SIANS 
can anyone confirm that is LEWIS HAMILTON is there in this f1 movie?
Please",0.0,0.905,0.095,0.3182,Positive
Chestappitt ❤,Chestappitt ❤,0.0,0.323,0.677,0.6369,Positive
Looks like fun,Looks like fun,0.0,0.147,0.853,0.7003,Positive
Old has been guy trains young rookie driver....yeah Stallone did that in Driven,Old has been guy trains young rookie driver....yeah Stallone did that in Driven,0.0,1.0,0.0,0.0,Neutral
A movie of F1 based in Alonso and Hamilton... A must see,A movie of F1 based in Alonso and Hamilton... A must see,0.0,1.0,0.0,0.0,Neutral
🔥🔥🔥,🔥🔥🔥,1.0,0.0,0.0,-0.7351,Negative
I liked this more than the trailer,I liked this more than the trailer,0.0,0.682,0.318,0.4215,Positive
Reminds me of Hunt/Lauder....Sienna/Prost rivally all.over again.  I wonder who picked the young Ham...,Reminds me of Hunt/Lauder....Sienna/Prost rivally all.over again.  I wonder who picked the young Hamilton look a like!  He does a great job doing Hamilton's ignorant attitude. 😂😂😂😂,0.145,0.524,0.331,0.9468,Positive
"It's really the director of top gun: ""we need to build our car for combat""","It's really the director of top gun: ""we need to build our car for combat""",0.258,0.645,0.097,-0.4588,Negative
That ending was absolutely goosebumps 🔥,That ending was absolutely goosebumps 🔥,0.349,0.651,0.0,-0.3976,Negative
We want song in this movie ❤❤❤,We want song in this movie ❤❤❤,0.0,0.365,0.635,0.9313,Positive
This is no Days Of Thunder.,This is no Days Of Thunder.,0.306,0.694,0.0,-0.296,Negative
This movie looks cooler than the other side of the pillow 🎬😎🎬,This movie looks cooler than the other side of the pillow 🎬😎🎬,0.0,0.857,0.143,0.4588,Positive
Guenther needs a dialogue for his cameo,Guenther needs a dialogue for his cameo,0.0,1.0,0.0,0.0,Neutral
Looks like a cheesy tropefest.,Looks like a cheesy tropefest.,0.0,0.615,0.385,0.3612,Positive
come on checo,come on checo,0.0,1.0,0.0,0.0,Neutral
Americanised pish,Americanised pish,0.0,1.0,0.0,0.0,Neutral
I don’t even like racing but this trailer has made me ready to purchase a ticket. Brad Pitt driving ...,I don’t even like racing but this trailer has made me ready to purchase a ticket. Brad Pitt driving to the guitar solo won me over. Intense!,0.0,0.661,0.339,0.8955,Positive
Bro the movie must be cool but why the trailer song is that song 🤣🤣🤣,Bro the movie must be cool but why the trailer song is that song 🤣🤣🤣,0.0,0.632,0.368,0.9387,Positive
Movie name,Movie name,0.0,1.0,0.0,0.0,Neutral
"I'm curious to watch this movie, i hope they show up behind the scenes of f1 in this film such as:ri...","I'm curious to watch this movie, i hope they show up behind the scenes of f1 in this film such as:rivalry among teams,rivalry among drivers or something like that",0.0,0.772,0.228,0.7717,Positive
Safety Third.,Safety Third.,0.0,0.263,0.737,0.4215,Positive
Film name f1?,Film name f1?,0.0,1.0,0.0,0.0,Neutral
DUDE IM GOING TO WATCH THIS MOVIE !!!,DUDE IM GOING TO WATCH THIS MOVIE !!!,0.0,1.0,0.0,0.0,Neutral
race car movie,race car movie,0.0,1.0,0.0,0.0,Neutral
