comment,full_comment,negative,neutral,positive,compound,sentiment
"How is this nominated for a Golden Globe, as a comedy?! - Or maybe as a musical?! 😯😂🩲😀🤘","How is this nominated for a Golden Globe, as a comedy?! - Or maybe as a musical?! 😯😂🩲😀🤘",0.055,0.775,0.171,0.6179,Positive
Just a looney leftist movie that trys to portray democrats/liberals as political  justice warriors (...,Just a looney leftist movie that trys to portray democrats/liberals as political  justice warriors (😅😅😅) and trys to paint conservatives/ republicans as the oppressive white demons! What a joke!! This kind of fake trash is a cancer in America!,0.155,0.635,0.211,0.4166,Positive
Best Movie Ever!,Best Movie Ever!,0.0,0.308,0.692,0.6696,Positive
People are saying this is woke junk? People are posting that they walked out and never finished watc...,People are saying this is woke junk? People are posting that they walked out and never finished watching it?,0.0,1.0,0.0,0.0,Neutral
"China allowed this movie in the mainland to show how bad the USA has gotten, and with the ICE thing,...","China allowed this movie in the mainland to show how bad the USA has gotten, and with the ICE thing, it worked. People ask me is this real im told them its not a movie its real life evryday lol how sad",0.136,0.806,0.058,-0.5859,Negative
Woke trash 🤢🤮🤮🤮🤮🤮🤮🤮,Woke trash 🤢🤮🤮🤮🤮🤮🤮🤮,0.0,1.0,0.0,0.0,Neutral
This movie is gayer than aids,This movie is gayer than aids,0.0,1.0,0.0,0.0,Neutral
yuck,yuck,0.0,1.0,0.0,0.0,Neutral
Some much better than the second trailer!,Some much better than the second trailer!,0.0,0.653,0.347,0.4926,Positive
"Not 2025 propaganda AT ALL 
😆🖕","Not 2025 propaganda AT ALL 
😆🖕",0.0,0.654,0.346,0.5007,Positive
I'd stay away from this movie.,I'd stay away from this movie.,0.0,1.0,0.0,0.0,Neutral
"This is a poorly adapted movie from a novel. Propaganda seriously, added a lot of little things not ...","This is a poorly adapted movie from a novel. Propaganda seriously, added a lot of little things not in the book. Most people who like the movie can't even understand the subtle tone of the movie.",0.091,0.785,0.124,0.3321,Positive
I just watched it all I gotta say is. Viva la revolution lmao. Good movie and funny,I just watched it all I gotta say is. Viva la revolution lmao. Good movie and funny,0.0,0.591,0.409,0.8658,Positive
I'm a whiite heterosexuall man and I did not want to subject the actors to my Oppresssive Whiite Mal...,"I'm a whiite heterosexuall man and I did not want to subject the actors to my Oppresssive Whiite Male Gaze.  So I stayed away from the theater again.  Aren't I a good ally?  I thank me for my service.
My money stayed in my pocket, they weren't subjected to my systemic structural capitalist whiteness, everyone walked away happy.",0.057,0.846,0.097,0.5532,Positive
This movie will soon become a documentary 😢,This movie will soon become a documentary 😢,0.279,0.721,0.0,-0.4767,Negative
"Just saw this and really is a brilliant film. Have to wonder what is up with Rotten Tomatoes though,...","Just saw this and really is a brilliant film. Have to wonder what is up with Rotten Tomatoes though, it seems like a whole lot of MAGA people or bots are bombing it simply because it is told from the viewpoint of some radical lefties?
It really is pathetic how toxic and partisan the American political landscape has become, it's childish really. Obviously I don't expect everyone to love the same movies as me, some films won't land with people. But there are just way too many one star reviews of this film on there for it to be a coincidence.

Anyway rant over, I recommend this film, it's a wild ride.",0.076,0.842,0.082,0.2005,Positive
Except the casting this movie is a disaster. So are the critics - shallow approach. If you look in t...,"Except the casting this movie is a disaster. So are the critics - shallow approach. If you look in the past and see what other movies were declared ""masterpieces"" you'll begin to laugh. This director NEVER made a decent movie before, but the critics believe he had an epiphany or smth:)). Tarkowski were are you",0.115,0.811,0.074,-0.3678,Negative
I like the scene where the shifty jewess gets smoked in the convenience store.,I like the scene where the shifty jewess gets smoked in the convenience store.,0.0,0.839,0.161,0.3612,Positive
This propaganda flick will certainly appeal to and inspire useful idiots needed by the leftwing radi...,This propaganda flick will certainly appeal to and inspire useful idiots needed by the leftwing radicals and Frankfurt School Marxists.,0.074,0.593,0.333,0.7906,Positive
I'm sorry but I do not get with all the hubbub is about. This movie is absolutely horrible with a ca...,I'm sorry but I do not get with all the hubbub is about. This movie is absolutely horrible with a capital h! I can't believe it won any awards. So cheesy and just plain stupid. I'm guessing there weren't very many movies to choose from to pass out Awards to because this one sucked,0.259,0.633,0.108,-0.9048,Negative
"This film justifies those who destroy in the name of ""justice."" It encourages troubled souls to take...","This film justifies those who destroy in the name of ""justice."" It encourages troubled souls to take the law into their own hands, resulting in the kind of tragedy we saw in Minneapolis this week. And because the Devil must absolutely LOVE this film, it will likely continue to get big awards, including probably sweeping the Academy Awards. Films once helped bring the best out of us. Now they encourage the WORST. Thanks, Hollywood!",0.186,0.556,0.257,0.7777,Positive
😂 shi* movie 😂😂😂😂😂😂,😂 shi* movie 😂😂😂😂😂😂,0.211,0.366,0.423,0.9601,Positive
Whats this movie even about? Communist revolutionarys?,Whats this movie even about? Communist revolutionarys?,0.0,1.0,0.0,0.0,Neutral
one bottle after another,one bottle after another,0.0,1.0,0.0,0.0,Neutral
Paul Giamitti would flex on Cillian Murphy for Dicaprio. Schrodinger & Einstein were born German Phy...,Paul Giamitti would flex on Cillian Murphy for Dicaprio. Schrodinger & Einstein were born German Physicist,0.0,1.0,0.0,0.0,Neutral
DiCaprio is turning into Jack Nicholson,DiCaprio is turning into Jack Nicholson,0.0,1.0,0.0,0.0,Neutral
lol he is like Dwight from the office 😂😂,lol he is like Dwight from the office 😂😂,0.132,0.418,0.449,0.8779,Positive
Just watched this and its 10/10 🔥,Just watched this and its 10/10 🔥,0.286,0.714,0.0,-0.34,Negative
Another communist propaganda film.,Another communist propaganda film.,0.4,0.6,0.0,-0.25,Negative
Recruitment video for antifa?,Recruitment video for antifa?,0.0,1.0,0.0,0.0,Neutral
2nd oscar for leo,2nd oscar for leo,0.0,1.0,0.0,0.0,Neutral
Greatest film of this decade so far. Even the small moments like the skaters on the roofs and Leo be...,Greatest film of this decade so far. Even the small moments like the skaters on the roofs and Leo being unable to get to his people because of passwords. It's just awesome and relevant. What made it was that I felt both sympathy for Penn and Leo at the end. Bad old guys always win.,0.05,0.704,0.246,0.9274,Positive
Not for me,Not for me,0.0,1.0,0.0,0.0,Neutral
"Same ol’ scenario: white people are evil, and are part of a secret cabal to destroy other races. Gre...","Same ol’ scenario: white people are evil, and are part of a secret cabal to destroy other races. Great movie, but I’m tired of being portrayed as the enemy, and of being guilty of being white.",0.346,0.602,0.051,-0.9403,Negative
THE SIMPLE PIANO PINGING THROUGHOUT THE TENSE PARTS OF THE MOVIE CHEESED IT OUT.  DROVE ME CRAZY,THE SIMPLE PIANO PINGING THROUGHOUT THE TENSE PARTS OF THE MOVIE CHEESED IT OUT.  DROVE ME CRAZY,0.242,0.758,0.0,-0.5859,Negative
Someone in the house  put this movie on and it was unwatchable,Someone in the house  put this movie on and it was unwatchable,0.0,1.0,0.0,0.0,Neutral
Just a horrible movie.,Just a horrible movie.,0.538,0.462,0.0,-0.5423,Negative
This movie had me laughing cause he didn't know the code haha and he went through Mexico,This movie had me laughing cause he didn't know the code haha and he went through Mexico,0.0,0.708,0.292,0.7351,Positive
This movie is not only garbage but it also highlights how corrupt rotten tomatoes rating system has ...,This movie is not only garbage but it also highlights how corrupt rotten tomatoes rating system has become. What a waste of time and money. Why on earth Leo took this role baffles me. Such a stupid movie!,0.271,0.729,0.0,-0.933,Negative
I watched 33 mins and I couldn’t do anymore. I couldn’t tell if this was a parody of woke or if this...,"I watched 33 mins and I couldn’t do anymore. I couldn’t tell if this was a parody of woke or if this is what woke is supposed to be. 
95% on Rotten Tomatoes. 😂",0.118,0.795,0.086,-0.1027,Negative
"Half way through this and I already have my new favorite phrase ""...a sanctuary city full of wet and...","Half way through this and I already have my new favorite phrase ""...a sanctuary city full of wet and stinkies"".  Classic!",0.0,0.859,0.141,0.5093,Positive
"Ilk, naaw im good👎🏾. Listen, always watch the trailers 🎯","Ilk, naaw im good👎🏾. Listen, always watch the trailers 🎯",0.0,0.838,0.162,0.4404,Positive
I used to feel a little guilty pirating movies ...I won't be feeling any guilt over this Hollywood W...,I used to feel a little guilty pirating movies ...I won't be feeling any guilt over this Hollywood Wet Dream.,0.249,0.667,0.083,-0.4547,Negative
Leftys always lose in the end 😂,Leftys always lose in the end 😂,0.28,0.488,0.232,0.0516,Positive
Paul Thomas Anderson is married to Maya Rudolph and they have four daughters. This movie looks like ...,"Paul Thomas Anderson is married to Maya Rudolph and they have four daughters. This movie looks like a semi-autobiographical parody of their home life. PTA has made a few good films and one great one (There Will Be Blood), but his overall body of work is less than compelling and rarely anything one wants to see a second time.  Boogie Nights, for example, does not hold up over the decades. It's sophomoric, solipsistic, irrelevant. Does anyone want to sit through Magnolia again? The story itself looks like nonsense and mostly an excuse to shoot high powered weapons and blow things up. 
PTA should have retired after Phantom Thread.",0.085,0.798,0.117,-0.0432,Neutral
Does anyone know where to find that piece of music? It's not on the Soundtrack ...,Does anyone know where to find that piece of music? It's not on the Soundtrack ...,0.0,1.0,0.0,0.0,Neutral
"""One flop after another"" 🤢🤮","""One flop after another"" 🤢🤮",0.255,0.745,0.0,-0.34,Negative
Dog sh!t trash. This is targeted at weirdos who live in their moms basement,Dog sh!t trash. This is targeted at weirdos who live in their moms basement,0.155,0.845,0.0,-0.3382,Negative
This movie is a parody of Lefty revolutionary dreams and written by a 12 year old 😂.,This movie is a parody of Lefty revolutionary dreams and written by a 12 year old 😂.,0.072,0.682,0.246,0.6808,Positive
Man every m movie made now is DEI.,Man every m movie made now is DEI.,0.0,1.0,0.0,0.0,Neutral
i believe it will win the last award of oscar,i believe it will win the last award of oscar,0.0,0.523,0.477,0.8074,Positive
❤❤❤,❤❤❤,0.0,0.192,0.808,0.9274,Positive
"The chuds are trying to spin the story that it failed, that it's terrible, that everyone has rejecte...","The chuds are trying to spin the story that it failed, that it's terrible, that everyone has rejected it.
They lied.",0.42,0.58,0.0,-0.9062,Negative
Dad Leo before GTA VI,Dad Leo before GTA VI,0.0,1.0,0.0,0.0,Neutral
"Most relevant movie these days, about a resistance group in today's trumpy America. And you have Leo...","Most relevant movie these days, about a resistance group in today's trumpy America. And you have Leonardo DiCaprio and Benicio del Toro in one flick. What more can real audiences ask for.",0.0,1.0,0.0,0.0,Neutral
movie reminds Inglorious basterds !!!,movie reminds Inglorious basterds !!!,0.0,1.0,0.0,0.0,Neutral
One Battle After Another got 13 nominations including Best Picture and Director - Paul Thomas Anders...,One Battle After Another got 13 nominations including Best Picture and Director - Paul Thomas Anderson,0.125,0.673,0.202,0.3818,Positive
Teyana Taylor is amazing to watch. A total natural.,Teyana Taylor is amazing to watch. A total natural.,0.0,0.515,0.485,0.7645,Positive
Nope!,Nope!,0.0,1.0,0.0,0.0,Neutral
"This was a film that left me feeling empowered, yet teriffied of the current day realism to it. And ...","This was a film that left me feeling empowered, yet teriffied of the current day realism to it. And without spoiling it, the effects and feel of the ending scene with the rolling highway was one of my favourite film scenes to date... it was surreal and the tension was superb, with awesome ending results. I am glad she did that in the end. "" Operation snap crackle pop "" Viva Revolution.",0.028,0.817,0.155,0.886,Positive
Peak goyslop,Peak goyslop,0.0,1.0,0.0,0.0,Neutral
I watch twice this movie,I watch twice this movie,0.0,1.0,0.0,0.0,Neutral
Great Cast,Great Cast,0.0,0.196,0.804,0.6249,Positive
"A brilliant film, go see it!","A brilliant film, go see it!",0.0,0.55,0.45,0.6239,Positive
So ducking good.  They all killed it.,So ducking good.  They all killed it.,0.355,0.394,0.251,-0.323,Negative
It's not that hard them or they lol,It's not that hard them or they lol,0.0,0.594,0.406,0.476,Positive
Another Hollywood guns and violence obsession flick.,Another Hollywood guns and violence obsession flick.,0.565,0.435,0.0,-0.7579,Negative
Sean Penn ate in this movie.,Sean Penn ate in this movie.,0.0,1.0,0.0,0.0,Neutral
Breakfast Club brought me here 😂,Breakfast Club brought me here 😂,0.139,0.584,0.277,0.4404,Positive
"Paul, you've done it again.","Paul, you've done it again.",0.0,1.0,0.0,0.0,Neutral
What is the song of the trailer ? What is the artista and the song ? Someone knows ?😊,What is the song of the trailer ? What is the artista and the song ? Someone knows ?😊,0.0,0.771,0.229,0.7608,Positive
"Bravo, Tey! It's her TIME! 💜 🎉","Bravo, Tey! It's her TIME! 💜 🎉",0.0,0.483,0.517,0.8168,Positive
This looks like a lousy movie. The idea that this is what we are now awarding with academy awards an...,"This looks like a lousy movie. The idea that this is what we are now awarding with academy awards and golden globes just shows how low we have resorted to when it comes to entertainment. I haven't seen it, but nothing about it elicits any interest whatsoever.",0.069,0.722,0.209,0.7783,Positive
⭐️⭐️⭐️⭐️⭐️,⭐️⭐️⭐️⭐️⭐️,0.0,1.0,0.0,0.0,Neutral
💎💎💎💎💎,💎💎💎💎💎,0.0,1.0,0.0,0.0,Neutral
💜💜💜💜💜,💜💜💜💜💜,0.0,0.192,0.808,0.9719,Positive
I don't understand this movie???,I don't understand this movie???,0.0,1.0,0.0,0.0,Neutral
How’s this a comedy or musical? 😅,How’s this a comedy or musical? 😅,0.0,0.615,0.385,0.6124,Positive
pppffffft,pppffffft,0.0,1.0,0.0,0.0,Neutral
ConGrats Teyana  Taylor for Winning a Golden Globe❣️,ConGrats Teyana  Taylor for Winning a Golden Globe❣️,0.0,0.421,0.579,0.9001,Positive
Interesting. Better than I expected; not FABULOUS. But very watchable. I like where the title came f...,"Interesting. Better than I expected; not FABULOUS. But very watchable. I like where the title came from...Bob/Leo! I took much of it to be sort of a spoof on all fronts; I assume that is why it has a comedy ""classification."" Did it really feel like the daughter role was a leading one? I know it's not about screen time🤷‍♀. It's leading compared to the other gal, for sure.",0.025,0.77,0.205,0.9376,Positive
Leo is a GOAT ❤,Leo is a GOAT ❤,0.0,0.543,0.457,0.6369,Positive
Dicaprio is one of the greatest,Dicaprio is one of the greatest,0.0,0.543,0.457,0.6369,Positive
Karate.,Karate.,0.0,1.0,0.0,0.0,Neutral
This movie was hilarious,This movie was hilarious,0.0,0.526,0.474,0.4019,Positive
Can you compare it to Arlington Road? A thriller from 1999.,Can you compare it to Arlington Road? A thriller from 1999.,0.0,0.877,0.123,0.1027,Positive
So this is better than Sinners? That would mean it's re-watchable 3x's with a boatload of YouTube sh...,So this is better than Sinners? That would mean it's re-watchable 3x's with a boatload of YouTube shorts...🤔,0.0,0.857,0.143,0.4877,Positive
This one wins the wokest film of the year award!,This one wins the wokest film of the year award!,0.0,0.516,0.484,0.8172,Positive
I came here before Taylor swift watch it,I came here before Taylor swift watch it,0.0,0.795,0.205,0.2023,Positive
So….what’s it about?,So….what’s it about?,0.0,1.0,0.0,0.0,Neutral
Of course they had to have a they them line or something like that. 🙄,Of course they had to have a they them line or something like that. 🙄,0.0,0.872,0.128,0.3612,Positive
Is Sean Penn playing Simple Jack AGAIN?!,Is Sean Penn playing Simple Jack AGAIN?!,0.0,0.741,0.259,0.2714,Positive
BORING! DON'T WASTE YOUR TIME!!!! I don't understand the hype.,BORING! DON'T WASTE YOUR TIME!!!! I don't understand the hype.,0.279,0.531,0.191,-0.324,Negative
Made to divide the people through polarization.,Made to divide the people through polarization.,0.0,1.0,0.0,0.0,Neutral
Really enjoyed this this and uncut gems is the definition of anxiety,Really enjoyed this this and uncut gems is the definition of anxiety,0.111,0.654,0.235,0.4391,Positive
Zum kotzen,Zum kotzen,0.0,1.0,0.0,0.0,Neutral
Here for the plants 😅😂,Here for the plants 😅😂,0.104,0.549,0.346,0.6597,Positive
Had to come watch- one of my “plant people” (@houseplanthottieshelise) had some of her babies IN THI...,Had to come watch- one of my “plant people” (@houseplanthottieshelise) had some of her babies IN THIS MOVIE!! So I had to come see em!! It’s so cool… 😊,0.0,0.806,0.194,0.815,Positive
i  am  form  india,i  am  form  india,0.0,1.0,0.0,0.0,Neutral
Great movie. It’s probably going to upset the orange gargling boot lickers tho.,Great movie. It’s probably going to upset the orange gargling boot lickers tho.,0.147,0.621,0.232,0.3612,Positive
"Great movie.  Total ""revelation of the method "" - the truth hidden in plain sight.","Great movie.  Total ""revelation of the method "" - the truth hidden in plain sight.",0.0,0.67,0.33,0.7506,Positive
S E M E N  D E M O N,S E M E N  D E M O N,0.0,1.0,0.0,0.0,Neutral
I’ve seen many movies. This movie was one of the best I’ve ever watched,I’ve seen many movies. This movie was one of the best I’ve ever watched,0.0,0.756,0.244,0.6369,Positive
when u watch trailer on imdb there is dude throwing gang signs at you,when u watch trailer on imdb there is dude throwing gang signs at you,0.0,1.0,0.0,0.0,Neutral
I just finished this move on hbo max and this movie is really awesome !,I just finished this move on hbo max and this movie is really awesome !,0.0,0.749,0.251,0.6893,Positive
This film should sweep the Oscars! It was incredibly beautiful! Best film of 2025!!!❤❤❤❤❤,This film should sweep the Oscars! It was incredibly beautiful! Best film of 2025!!!❤❤❤❤❤,0.0,0.355,0.645,0.9871,Positive
FINALLY A HOLLYWOOD MOVIE THAT HAS SACRAMENTO IN IT,FINALLY A HOLLYWOOD MOVIE THAT HAS SACRAMENTO IN IT,0.0,1.0,0.0,0.0,Neutral
best movie in YEARS!  ALL THE ACTORS ARE THE BEST!,best movie in YEARS!  ALL THE ACTORS ARE THE BEST!,0.0,0.452,0.548,0.8938,Positive
I trust Trailers 🎉,I trust Trailers 🎉,0.0,0.333,0.667,0.7184,Positive
Was hoping to see the snitch met her demise in the movie it would’ve been satisfying.,Was hoping to see the snitch met her demise in the movie it would’ve been satisfying.,0.0,0.707,0.293,0.7003,Positive
👎🏼👎🏼👎🏼👎🏼💩💩💩💩🗑️🗑️🗑️🗑️🗑️,👎🏼👎🏼👎🏼👎🏼💩💩💩💩🗑️🗑️🗑️🗑️🗑️,0.0,1.0,0.0,0.0,Neutral
This is a another hollyweird fairytale.,This is a another hollyweird fairytale.,0.0,1.0,0.0,0.0,Neutral
"Got to be Leo’s best movie I’ve seen. It’s beautifully captured, some hilarious moments and incredib...","Got to be Leo’s best movie I’ve seen. It’s beautifully captured, some hilarious moments and incredibly authentic. Not reliant on shorter cuts but emotional depth. The supporting cast is a little underdeveloped and some subplots in the movie is like a cutscene you can’t skip but Del Toro, Penn and Dicaprio are outstanding. 

Down with the Davos billionares!",0.04,0.667,0.294,0.9622,Positive
Is it a good movie though? Lol,Is it a good movie though? Lol,0.0,0.467,0.533,0.6908,Positive
This is the best film of the year 👏,This is the best film of the year 👏,0.0,0.682,0.318,0.6369,Positive
Why glorify criminal activity? Why associate it with color?,Why glorify criminal activity? Why associate it with color?,0.235,0.484,0.281,0.168,Positive
Very disappointed in this movie. I couldn't even watch all of it. Had to turn it off. I didn't know ...,Very disappointed in this movie. I couldn't even watch all of it. Had to turn it off. I didn't know Leo was capable of being in a crappy movie.,0.196,0.73,0.073,-0.659,Negative
This was crazy considering what's happening these days,This was crazy considering what's happening these days,0.255,0.745,0.0,-0.34,Negative
"Масса комментариев и ни одного о том, что чумазые лезут в чужую страну и не хотят жить по человеческ...","Масса комментариев и ни одного о том, что чумазые лезут в чужую страну и не хотят жить по человечески.",0.0,1.0,0.0,0.0,Neutral
"""One Frame After Another.""","""One Frame After Another.""",0.0,1.0,0.0,0.0,Neutral
Sean penn🎉,Sean penn🎉,0.0,0.526,0.474,0.4019,Positive
I’m watching Inception right now. One of my favorite movies. I searched where is Leo? This is what I...,I’m watching Inception right now. One of my favorite movies. I searched where is Leo? This is what I got. Looks good!!,0.0,0.755,0.245,0.7568,Positive
"Sean Penn is the epitome of, ""white men don't age well.""","Sean Penn is the epitome of, ""white men don't age well.""",0.154,0.846,0.0,-0.2057,Negative
Get ready to sweep the Oscar’s one battle after another! Leo for best actor for sure!! Impeccable pe...,Get ready to sweep the Oscar’s one battle after another! Leo for best actor for sure!! Impeccable performance.,0.098,0.529,0.373,0.8061,Positive
Bringing nunchucks to a gun fight,Bringing nunchucks to a gun fight,0.556,0.444,0.0,-0.6124,Negative
"Oww..my.. It's that legendary shean phen,,,,mannnn..
2 lagend here..❤❤","Oww..my.. It's that legendary shean phen,,,,mannnn..
2 lagend here..❤❤",0.0,0.567,0.433,0.8555,Positive
"I saw it, i really dont get what all the hype was about lol, pretty mid tier movie and easily forget...","I saw it, i really dont get what all the hype was about lol, pretty mid tier movie and easily forgettable",0.0,0.682,0.318,0.8126,Positive
Need to make t shirts that say “I smelled Leo’s finger”,Need to make t shirts that say “I smelled Leo’s finger”,0.0,1.0,0.0,0.0,Neutral
... Nope.  I doubt I watch this... Sneaky Hollywood writers are is always writing their Anti-Black-F...,... Nope.  I doubt I watch this... Sneaky Hollywood writers are is always writing their Anti-Black-Family campaign into the Script.     Write her with a Black man next time..,0.07,0.86,0.07,-0.0039,Neutral
Someone complained of the music throughout the movie. Is it that a valid complaint??? Based on the m...,"Someone complained of the music throughout the movie. Is it that a valid complaint??? Based on the music chosen by the trailer, I absolutely presume so...",0.185,0.815,0.0,-0.6641,Negative
اسم الفيلم اسم على مسمى (One Battle After Another - معركة تلو الأخرى)، كمية من المعارك والاشتباك وال...,اسم الفيلم اسم على مسمى (One Battle After Another - معركة تلو الأخرى)، كمية من المعارك والاشتباك والطحن والكر والفر ، لا يفوتكم أبد يا عشاق الأكشن والحماس!,0.097,0.903,0.0,-0.4389,Negative
"This felt like a real miss, the revolutionary groups and military states weren't defined at all, it ...","This felt like a real miss, the revolutionary groups and military states weren't defined at all, it wasn't clear what their motives were and what they were trying to accomplish. The world was not defined,  it was a vauge movie seemingly on purpose and the characters had very little development so I assumed that the movie had an incredibly deep meaning that would make sense but it seems to be about revolution vs humanity and family which is just really basic and means there is no depth there. From hearing what the director said, he wrote it 20 years ago and has been trying to get it made for awhile and part of why it doesn't land is because of our current societal situation outpacing the time it was written in",0.042,0.931,0.027,-0.2598,Negative
Dude what is Leo doing....,Dude what is Leo doing....,0.0,1.0,0.0,0.0,Neutral
"Gonna watch it here in 10 min while eating my breakfast supper, CANT FRIKIN WAIT !!! And snickers an...","Gonna watch it here in 10 min while eating my breakfast supper, CANT FRIKIN WAIT !!! And snickers and Twix ice cream bars for dessert",0.0,1.0,0.0,0.0,Neutral
Why nobody is talking about Sean Penn!?,Why nobody is talking about Sean Penn!?,0.0,1.0,0.0,0.0,Neutral
The Antichrist never stops conquering and it's doesn't discriminate it's in every ethnic,The Antichrist never stops conquering and it's doesn't discriminate it's in every ethnic,0.0,0.893,0.107,0.1139,Positive
The movie looks great except for the whole girl boss thing,The movie looks great except for the whole girl boss thing,0.0,0.709,0.291,0.6249,Positive
Yep,Yep,0.0,0.0,1.0,0.296,Positive
"I liked predator badlands much better. I hate these long chaotic,gross, artsy movies. 6/10","I liked predator badlands much better. I hate these long chaotic,gross, artsy movies. 6/10",0.181,0.539,0.279,0.25,Positive
Best movie I've seen all year ...,Best movie I've seen all year ...,0.0,0.588,0.412,0.6369,Positive
Toujours beau et talentueux Leonardo💜,Toujours beau et talentueux Leonardo💜,0.0,0.588,0.412,0.6369,Positive
"""you don't roll cards that dice"" 😂","""you don't roll cards that dice"" 😂",0.129,0.612,0.259,0.4404,Positive
wonderful movie,wonderful movie,0.0,0.213,0.787,0.5719,Positive
Good movie. Great actors.,Good movie. Great actors.,0.0,0.222,0.778,0.7906,Positive
"Leonardo, Benicio, Teyana and Regina. What more can you ask for???","Leonardo, Benicio, Teyana and Regina. What more can you ask for???",0.0,1.0,0.0,0.0,Neutral
Love how cool Benicio's character is,Love how cool Benicio's character is,0.0,0.381,0.619,0.7579,Positive
"Yeah, not watching it after they imply They/Them","Yeah, not watching it after they imply They/Them",0.0,0.761,0.239,0.296,Positive
I don't understand why this movie has high rating.,I don't understand why this movie has high rating.,0.0,1.0,0.0,0.0,Neutral
The movie of 2025 hands down,The movie of 2025 hands down,0.0,1.0,0.0,0.0,Neutral
PHENOMENAL!! ✨✌️🤩✌️✨,PHENOMENAL!! ✨✌️🤩✌️✨,0.0,0.536,0.464,0.6351,Positive
The best movie of 2025.  Hands down,The best movie of 2025.  Hands down,0.0,0.588,0.412,0.6369,Positive
keep it cute temu fightcub.,keep it cute temu fightcub.,0.0,0.571,0.429,0.4588,Positive
Bro a bit too chaotic and boring for me,Bro a bit too chaotic and boring for me,0.44,0.56,0.0,-0.6705,Negative
"Excelent movie, 100% recommended, better to watch it first on the cinema
3 hours where you're sit ti...","Excelent movie, 100% recommended, better to watch it first on the cinema
3 hours where you're sit tight, no distraction, the music keeps you in the flow, in the pace of the movie
Beautiful photography, music - Action and little bit of comedy
Great movie!!!",0.0,0.684,0.316,0.9516,Positive
"Sensei:yeahh can i help u??
Bob.     :bob ..
Sensei: get off the phone
Bob. : need to charge myphone...","Sensei:yeahh can i help u??
Bob.     :bob ..
Sensei: get off the phone
Bob. : need to charge myphone
Sensei:u re bad hombre bob
Bob: i need to charge myphone
😂😂😂",0.152,0.61,0.238,0.8053,Positive
The seen where the guy pulls up with the blue mustang next to the captain was crazy,The seen where the guy pulls up with the blue mustang next to the captain was crazy,0.13,0.87,0.0,-0.34,Negative
Excellent watch. 💪❤️🇹🇹,Excellent watch. 💪❤️🇹🇹,0.0,0.575,0.425,0.5719,Positive
This movie fathers day,This movie fathers day,0.0,1.0,0.0,0.0,Neutral
Not in the mood for comedies.,Not in the mood for comedies.,0.0,0.649,0.351,0.4019,Positive
is there a song name??,is there a song name??,0.0,1.0,0.0,0.0,Neutral
This is just a Weather underground power fantasy if they weren't as incompetent and actually got ack...,This is just a Weather underground power fantasy if they weren't as incompetent and actually got acknowledged by Fred Hampton.,0.0,0.882,0.118,0.3724,Positive
Look. Leo's great. He's constantly blowing away Hollywood. I don't think I've ever cried like this f...,"Look. Leo's great. He's constantly blowing away Hollywood. I don't think I've ever cried like this from a movie ever. When his character died.... I sobbed like a little girl, and they KICKED ME OUT of the theater. I had to wait and rent it to finish the ending of Django unchained..",0.142,0.717,0.142,0.0,Neutral
BEYONCÉ - FREEDOM. Saw this trailer for the first time in the cinema. I was curious about this movie...,BEYONCÉ - FREEDOM. Saw this trailer for the first time in the cinema. I was curious about this movie because they used this song which is perfect for this movie and trailer. Just finished watching the whole film. Love it.,0.0,0.704,0.296,0.9445,Positive
DiCaprio became a Uruguayan Tupamaro?,DiCaprio became a Uruguayan Tupamaro?,0.0,1.0,0.0,0.0,Neutral
This movie plays like Paul Thomas Anderson sought out to make a Coen Brothers movie,This movie plays like Paul Thomas Anderson sought out to make a Coen Brothers movie,0.0,0.743,0.257,0.5423,Positive
"I came here because Fandango sucks, trailer won’t play","I came here because Fandango sucks, trailer won’t play",0.21,0.588,0.202,-0.0258,Neutral
Masterpiece. Best picture 🤩 hands down,Masterpiece. Best picture 🤩 hands down,0.0,0.325,0.675,0.8519,Positive
More movies with Benicio and Leonardo please,More movies with Benicio and Leonardo please,0.0,0.723,0.277,0.3182,Positive
Oh and I loved the part where Bob’s daughter made him a quinoa casserole with Frosted Flakes.  Haha....,Oh and I loved the part where Bob’s daughter made him a quinoa casserole with Frosted Flakes.  Haha.  He’s if like Bridges’ The Dude had a daughter.  From the tip of his roach to the ends of his house robe (that he wears the ENTIRE time).,0.0,0.821,0.179,0.8555,Positive
"PTA is the absolute GOAT at cutting trailers. However, if the trailer was just someone saying: “Paul...","PTA is the absolute GOAT at cutting trailers. However, if the trailer was just someone saying: “Paul Thomas Anderson made an action movie.” and that was it, I’d have demanded someone take my money to see it that very second.",0.082,0.918,0.0,-0.34,Negative
This is 10 out of 10. Every actor in this movie deserves an award. The storytelling is powerful and ...,This is 10 out of 10. Every actor in this movie deserves an award. The storytelling is powerful and deeply connects with the audience.,0.0,0.777,0.223,0.743,Positive
Tswift brought me here!,Tswift brought me here!,0.0,1.0,0.0,0.0,Neutral
"Best movie of the year, maybe decade. Oscar worthy. You will not be disappointed.","Best movie of the year, maybe decade. Oscar worthy. You will not be disappointed.",0.0,0.533,0.467,0.8643,Positive
i need to charge my phone. where is charging....🤣🤣,i need to charge my phone. where is charging....🤣🤣,0.0,0.726,0.274,0.7506,Positive
DeCaprios trying to do the dude is truly awful.,DeCaprios trying to do the dude is truly awful.,0.233,0.543,0.225,-0.0258,Neutral
